RXNORM_id	name	moa	parents	pe
3131	deferoxamine	Iron Chelating Activity	Iron Chelator|D [Preparations]	Unknown Physiological Effect
3132	deferoxamine mesylate	Iron Chelating Activity	D [Preparations]	Unknown Physiological Effect
2540965	loncastuximab tesirine-lpyl	Alkylating Activity|CD19-directed Antibody Interactions	L [Preparations]	
2637395	epcoritamab-bysp	CD20-directed Antibody Interactions|CD3-directed Antibody Interactions	E [Preparations]	
2639781	glofitamab-gxbm	CD20-directed Antibody Interactions|CD3-directed Antibody Interactions	G [Preparations]	Increased T Lymphocyte Activation|Increased B Lymphocyte Destruction|Increased T Lymphocyte Production
2639782	glofitamab	CD20-directed Antibody Interactions|CD3-directed Antibody Interactions	G [Preparations]	Increased T Lymphocyte Activation|Increased B Lymphocyte Destruction|Increased T Lymphocyte Production
2637392	epcoritamab	CD20-directed Antibody Interactions|CD3-directed Antibody Interactions	E [Preparations]	
2540964	loncastuximab tesirine	Alkylating Activity|CD19-directed Antibody Interactions	L [Preparations]	
2387211	tafasitamab	CD19-directed Antibody Interactions	T [Preparations]	Unknown Physiological Effect
2174091	polatuzumab vedotin-piiq	Antibody-Surface Protein Interactions	P [Preparations]	Cellular Proliferation Alteration|Increased Cellular Death
2387334	tafasitamab-cxix	CD19-directed Antibody Interactions	T [Preparations]	Unknown Physiological Effect
2174090	polatuzumab vedotin	Antibody-Surface Protein Interactions	P [Preparations]	Cellular Proliferation Alteration|Increased Cellular Death
7806	oxygen	Free Radical Scavenging Activity	O [Preparations]	Increased Metabolic Rate
237057	lepirudin	Thrombin Inhibitors	L [Preparations]	Decreased Coagulation Factor Activity|Decreased Platelet Aggregation
253202	tirofiban hydrochloride	Platelet Glycoprotein IIb/IIIA Inhibitors	T [Preparations]	Decreased Platelet Aggregation
83929	abciximab	P-Glycoprotein Inhibitors	A [Preparations]	Decreased Platelet Aggregation
73137	tirofiban	Platelet Glycoprotein IIb/IIIA Inhibitors	Platelet Aggregation Inhibitor|T [Preparations]	Decreased Platelet Aggregation
75635	eptifibatide	Platelet Glycoprotein IIb/IIIA Inhibitors	Platelet Aggregation Inhibitor|E [Preparations]	Decreased Platelet Aggregation
60819	bivalirudin	Antithrombins|Thrombin Inhibitors	Anti-coagulant|Direct Thrombin Inhibitor|B [Preparations]	Decreased Coagulation Factor Activity
2380556	bivalirudin trifluoroacetate	Antithrombins|Thrombin Inhibitors	B [Preparations]	Decreased Coagulation Factor Activity
1487512	umeclidinium bromide	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	U [Preparations]	Bronchodilation
1487514	umeclidinium	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	Anticholinergic|U [Preparations]	Bronchodilation
1114325	indacaterol maleate	Adrenergic beta2-Agonists	I [Preparations]	Bronchodilation
1546059	olodaterol	Adrenergic beta2-Agonists	beta2-Adrenergic Agonist|O [Preparations]	Bronchodilation
1114326	indacaterol	Adrenergic beta2-Agonists	I [Preparations]	Bronchodilation
1298831	tiotropium bromide monohydrate	Cholinergic Muscarinic Antagonists	T [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
668284	arformoterol tartrate	Adrenergic beta2-Agonists	A [Preparations]	Bronchodilation
393575	tiotropium bromide	Cholinergic Muscarinic Antagonists	T [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
304962	arformoterol	Adrenergic beta2-Agonists	beta2-Adrenergic Agonist|A [Preparations]	Bronchodilation
69120	tiotropium	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	Anticholinergic|T [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
7688	metaproterenol	Adrenergic beta2-Agonists	M [Preparations]	Bronchodilation
6804	metaproterenol sulfate	Adrenergic beta2-Agonists	M [Preparations]	Bronchodilation
2462023	tiotropium bromide, anhydrous	Cholinergic Antagonists|Cholinergic Muscarinic Antagonists	T [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
1546396	olodaterol hydrochloride	Adrenergic beta2-Agonists	O [Preparations]	Bronchodilation
1552007	tiotropium bromide mono	Cholinergic Muscarinic Antagonists	T [Preparations]	Bronchodilation|Decreased Parasympathetic Acetylcholine Activity
236460	tizanidine hydrochloride	Adrenergic alpha2-Agonists	T [Preparations]	Decreased Central Nervous System Organized Electrical Activity|Decreased Striated Muscle Contraction
202723	orphenadrine hydrochloride	Unknown Cellular or Molecular Interaction	O [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
2101	carisoprodol	Unknown Cellular or Molecular Interaction	Muscle Relaxant|C [Preparations]	Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity|Decreased Striated Muscle Contraction
2399	chlorphenesin	Unknown Cellular or Molecular Interaction	C [Preparations]	Striated Muscle Metabolic Alteration|Decreased Central Nervous System Organized Electrical Activity
2410	chlorzoxazone	Unknown Cellular or Molecular Interaction	Muscle Relaxant|C [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
59078	metaxalone	Unknown Cellular or Molecular Interaction	Muscle Relaxant|M [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
52101	cyclobenzaprine hydrochloride	Unknown Cellular or Molecular Interaction	C [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
20880	chlorphenesin carbamate	Unknown Cellular or Molecular Interaction	C [Preparations]	Striated Muscle Metabolic Alteration|Decreased Central Nervous System Organized Electrical Activity
57258	tizanidine	Adrenergic alpha2-Agonists	Central alpha-2 Adrenergic Agonist|T [Preparations]	Decreased Central Nervous System Organized Electrical Activity|Decreased Striated Muscle Contraction
21949	cyclobenzaprine	Unknown Cellular or Molecular Interaction	Muscle Relaxant|C [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
7715	orphenadrine	Unknown Cellular or Molecular Interaction	Muscle Relaxant|O [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
7716	orphenadrine citrate	Unknown Cellular or Molecular Interaction	O [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
6845	methocarbamol	Unknown Cellular or Molecular Interaction	Muscle Relaxant|M [Preparations]	Striated Muscle Metabolic Alteration|Centrally-mediated Muscle Relaxation|Decreased Striated Muscle Tone|Decreased Central Nervous System Organized Electrical Activity
1311371	stannous fluoride dihydrate	Unknown Cellular or Molecular Interaction	S [Preparations]	Bone Alteration
10030	stannous fluoride	Unknown Cellular or Molecular Interaction	S [Preparations]	Bone Alteration
N0000175426	Antiarrhythmic			
236767	fendiline hydrochloride	Calcium Channel Antagonists	F [Preparations]	Coronary Arterial Vasodilation
4327	fendiline	Calcium Channel Antagonists	F [Preparations]	Coronary Arterial Vasodilation
4648	gallopamil	L-Calcium Channel Receptor Antagonists	G [Preparations]	Decreased Blood Pressure|Negative Chronotropy
439837	gallopamil hydrochloride	L-Calcium Channel Receptor Antagonists	G [Preparations]	Decreased Blood Pressure|Negative Chronotropy
142145	tocainide monohydrochloride	Sodium Channel Interactions	T [Preparations]	Cardiac Rhythm Alteration|Organized Electrical Activity Alteration
281189	encainide hydrochloride	Sodium Channel Interactions	E [Preparations]	Cardiac Rhythm Alteration
203178	disopyramide phosphate	Sodium Channel Interactions|Unknown Cellular or Molecular Interaction	D [Preparations]	Cell Membrane Alteration|Cardiac Rhythm Alteration|Negative Inotropy
233698	dronedarone	Unknown Cellular or Molecular Interaction	Antiarrhythmic|D [Preparations]	
3541	disopyramide	Sodium Channel Interactions|Unknown Cellular or Molecular Interaction	Antiarrhythmic|D [Preparations]	Cell Membrane Alteration|Cardiac Rhythm Alteration|Negative Inotropy
142138	mexiletine hydrochloride	Sodium Channel Interactions	M [Preparations]	Cardiac Rhythm Alteration
49247	dofetilide	Potassium Channel Interactions	Antiarrhythmic|D [Preparations]	
51256	ibutilide fumarate	Unknown Cellular or Molecular Interaction	I [Preparations]	Lengthen Conduction System Depolarization Time|Delay Conduction System Repolarization
41289	ibutilide	Unknown Cellular or Molecular Interaction	Antiarrhythmic|I [Preparations]	Delay Conduction System Repolarization|Lengthen Conduction System Depolarization Time
1923401	digitalin	Sodium-Potassium Exchanging ATPase Interactions	D [Preparations]	Conduction System Depolarization|Negative Chronotropy|Positive Inotropy
41875	quinidine polygalacturonate	Cytochrome P450 2D6 Inhibitors|Sodium Channel Interactions|Potassium Channel Interactions|Calcium Channel Interactions	Q [Preparations]	Cardiac Rhythm Alteration
42359	tocainide	Sodium Channel Interactions	T [Preparations]	Cardiac Rhythm Alteration|Organized Electrical Activity Alteration
42368	encainide	Sodium Channel Interactions	E [Preparations]	Cardiac Rhythm Alteration
35220	quinidine gluconate	Cytochrome P450 2D6 Inhibitors|Calcium Channel Interactions|Potassium Channel Interactions|Sodium Channel Interactions	Q [Preparations]	Cardiac Rhythm Alteration
8620	practolol	Adrenergic beta1-Antagonists	P [Preparations]	Decreased Blood Pressure|Negative Chronotropy
9068	quinidine	Cytochrome P450 2D6 Inhibitors|Calcium Channel Interactions|Sodium Channel Interactions|Potassium Channel Interactions	Cytochrome P450 2D6 Inhibitor|Antiarrhythmic|Q [Preparations]	Cardiac Rhythm Alteration
9069	quinidine sulfate	Cytochrome P450 2D6 Inhibitors|Calcium Channel Interactions|Potassium Channel Interactions|Sodium Channel Interactions	Q [Preparations]	Cardiac Rhythm Alteration
6926	mexiletine	Sodium Channel Interactions	Antiarrhythmic|M [Preparations]	Cardiac Rhythm Alteration
5084	halcinonide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|H [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
4462	fluocinonide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|F [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
4500	flurandrenolide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|F [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Glucocorticoid Secretion|Decreased Immunologically Active Molecule Activity
3254	desonide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|D [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
3255	desoximetasone	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|D [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
108088	alclometasone	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|A [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
2590	clobetasol	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|C [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
91311	diflorasone	Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|D [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
45318	halobetasol propionate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	H [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
21245	clobetasol propionate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	C [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
21249	clocortolone	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|C [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
21250	clocortolone pivalate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	C [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
41208	halobetasol	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|H [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
23033	diflorasone diacetate	Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	D [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
34369	prednicarbate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|P [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
17268	alclometasone dipropionate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	A [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
17652	amcinonide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|A [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
2369389	ripretinib	P-Glycoprotein Inhibitors|Cytochrome P450 2C8 Inhibitors|Breast Cancer Resistance Protein Inhibitors|Tyrosine Kinase Inhibitors|Platelet-derived Growth Factor alpha Receptor Inhibitors|Stem Cell Factor (KIT) Receptor Inhibitors	R [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration
2272107	avapritinib	P-Glycoprotein Inhibitors|Cytochrome P450 2C9 Inhibitors|Breast Cancer Resistance Protein Inhibitors|Tyrosine Kinase Inhibitors|Platelet-derived Growth Factor alpha Receptor Inhibitors|Bile Salt Export Pump Inhibitors|Multidrug and Toxin Extrusion Transporter 2 K Inhibitors|Multidrug and Toxin Extrusion Transporter 1 Inhibitors	A [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration
729596	methoxy polyethylene glycol-epoetin beta	Receptor Interactions	Erythropoiesis-stimulating Agent|M [Preparations]	Increased Erythroid Cell Production
283838	darbepoetin alfa		Erythropoiesis-stimulating Agent|D [Preparations]	Increased Erythroid Cell Production|Increased Erythropoetin Secretion
4162	ethylestrenol		E [Preparations]	
105694	epoetin alfa		Erythropoiesis-stimulating Agent|E [Preparations]	Increased Erythroid Cell Production
77754	ferumoxsil		F [Preparations]	Increased Erythroid Cell Production
31494	nandrolone decanoate	Androgen Receptor Agonists	N [Preparations]	Bone Formation Stimulation|Increased Erythroid Cell Production|Increased Erythropoetin Secretion|Increased Protein Synthesis
31495	nandrolone phenpropionate	Androgen Receptor Agonists	N [Preparations]	Bone Formation Stimulation|Increased Erythropoetin Secretion|Increased Erythroid Cell Production|Increased Protein Synthesis
7813	oxymetholone	Androgen Receptor Agonists	O [Preparations]	Bone Formation Stimulation|Increased Erythropoetin Secretion|Increased Erythroid Cell Production|Increased Protein Synthesis|Stimulate Penile Development
7244	nandrolone	Androgen Receptor Agonists	Androgen|N [Preparations]	Bone Formation Stimulation|Increased Erythropoetin Secretion|Increased Erythroid Cell Production|Increased Protein Synthesis
2262543	luspatercept-aamt	Fusion Protein Interactions	L [Preparations]	Increased Erythroid Cell Production
2628210	daprodustat	Hypoxia-inducible Factor Inhibitors	D [Preparations]	Increased Transcription to RNA
2262544	luspatercept	Fusion Protein Interactions	L [Preparations]|Erythroid Maturation Agent	Increased Erythroid Cell Production
2047589	epoetin alfa-epbx		E [Preparations]	Increased Erythroid Cell Production
1798288	obeticholic acid	Farnesoid X Receptor Agonists	O [Preparations]|Farnesoid X Receptor Agonist	
55377	quinidine bisulfate	Calcium Channel Interactions|Potassium Channel Interactions|Sodium Channel Interactions	Q [Preparations]	Cardiac Rhythm Alteration
1603834	avibactam	beta Lactamase Inhibitors	beta Lactamase Inhibitor|A [Preparations]	
267417	cefsulodin sodium	Enzyme Inhibitors	C [Preparations]	
2190	cefsulodin	Enzyme Inhibitors	C [Preparations]	
1603833	avibactam sodium	beta Lactamase Inhibitors	A [Preparations]	
629565	alglucosidase alfa		Hydrolytic Lysosomal Glycogen-specific Enzyme|A [Preparations]	Increased Glycogenolysis
2565814	avalglucosidase alfa	Enzymatic Activity	Hydrolytic Lysosomal Glycogen-specific Enzyme|A [Preparations]	
2565813	avalglucosidase alfa-ngpt	Enzymatic Activity	A [Preparations]	
281876	fosfestrol tetrasodium	Estrogen Receptor Agonists	F [Preparations]	Bone Formation Stimulation|Vaginal Function Alteration
3390	diethylstilbestrol	Estrogen Receptor Agonists	D [Preparations]	Bone Formation Stimulation|Vaginal Function Alteration
25284	fosfestrol	Estrogen Receptor Agonists	F [Preparations]	Bone Formation Stimulation|Vaginal Function Alteration
31805	nilutamide	Androgen Receptor Antagonists	Androgen Receptor Inhibitor|N [Preparations]	Testicular Endocrine Activity Alteration
2640868	spectinomycin sulfate	Protein Synthesis Inhibitors	S [Preparations]	Decreased Protein Synthesis
1306069	spectinomycin sulfate tetrahydrate	Protein Synthesis Inhibitors	S [Preparations]	Decreased Protein Synthesis
267342	spectinomycin hydrochloride	Protein Synthesis Inhibitors	S [Preparations]	Decreased Protein Synthesis
8698	probenecid	Organic Anion Transporter Interactions	P [Preparations]	Decreased Renal Organic Ion Excretion|Uricosuric Activity
270	spectinomycin	Protein Synthesis Inhibitors	S [Preparations]	Decreased Protein Synthesis
1306123	adenosine phosphate disodium	Adenosine Receptor Agonists|Structural Macromolecules	A [Preparations]	Nodal Repolarization
296	adenosine	Adenosine Receptor Agonists|Structural Macromolecules	Adenosine Receptor Agonist|A [Preparations]	Nodal Repolarization
309	adenosine monophosphate	Adenosine Receptor Agonists|Structural Macromolecules	A [Preparations]	Metabolic Activity Alteration|Nodal Repolarization
318	adenosine triphosphate	Adenosine Receptor Agonists|Structural Macromolecules	A [Preparations]	Nodal Repolarization
1649479	ivabradine hydrochloride	Hyperpolarization-activated Cyclic Nucleotide-gated Channel Antagonists	I [Preparations]	Negative Chronotropy
314845	somatropin (recombinant DNA origin)	Growth Hormone Receptor Agonists|Pituitary Hormone Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Increased Erythroid Cell Production|Increased Lipolysis|Increased Protein Synthesis
259321	somatropin, E-coli derived	Growth Hormone Receptor Agonists|Pituitary Hormone Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Increased Erythroid Cell Production|Increased Lipolysis|Increased Protein Synthesis
155120	milrinone lactate	Phosphodiesterase 3 Inhibitors	M [Preparations]	Vasodilation|Increased Blood Pressure|Positive Inotropy
1649480	ivabradine	Hyperpolarization-activated Cyclic Nucleotide-gated Channel Antagonists	I [Preparations]|Hyperpolarization-activated Cyclic Nucleotide-gated Channel Blocker	Negative Chronotropy
91236	inamrinone lactate	Phosphodiesterase Inhibitors	I [Preparations]	Vasodilation|Positive Chronotropy|Pulmonary Arterial Vasodilation|Positive Inotropy|Systemic Arterial Vasodilation|Pulmonary Venous Vasodilation|Systemic Venous Vasodilation
61148	somatropin	Growth Hormone Receptor Agonists|Pituitary Hormone Receptor Agonists	Recombinant Human Growth Hormone|S [Preparations]	Bone Formation Stimulation|Increased Erythroid Cell Production|Increased Lipolysis|Increased Protein Synthesis
1426599	dimethyl isosorbide	Nitric Oxide Donors	D [Preparations]	Arterial Vasodilation|Increased Nitric Oxide Activity|Venous Vasodilation
52769	milrinone	Phosphodiesterase 3 Inhibitors	Phosphodiesterase 3 Inhibitor|M [Preparations]	Vasodilation|Increased Blood Pressure|Positive Inotropy
56570	somatrem	Growth Hormone Receptor Agonists|Pituitary Hormone Receptor Agonists	S [Preparations]	Bone Formation Stimulation|Increased Erythroid Cell Production|Increased Protein Synthesis
25089	flosequinan		F [Preparations]	Vasodilation
28004	isosorbide mononitrate	Guanylate Cyclase Activators|Nitric Oxide Donors	Nitrate Vasodilator|I [Preparations]	Vasodilation|Decreased Blood Pressure|Arterial Vasodilation|Decreased Vascular Smooth Muscle Tone|Increased Nitric Oxide Activity|Venous Vasodilation
6057	isosorbide	Nitric Oxide Donors	I [Preparations]	Arterial Vasodilation|Increased Nitric Oxide Activity|Venous Vasodilation
6058	isosorbide dinitrate	Guanylate Cyclase Activators|Nitric Oxide Donors	Nitrate Vasodilator|I [Preparations]	Vasodilation|Decreased Blood Pressure|Arterial Vasodilation|Decreased Vascular Smooth Muscle Tone|Increased Nitric Oxide Activity|Venous Vasodilation
738	inamrinone	Phosphodiesterase Inhibitors	I [Preparations]	Vasodilation|Positive Inotropy|Positive Chronotropy|Systemic Arterial Vasodilation|Pulmonary Arterial Vasodilation|Pulmonary Venous Vasodilation|Systemic Venous Vasodilation
284157	ibopamine hydrochloride	Dopamine Agonists	I [Preparations]	Vasodilation|Increased Dopamine Activity
51253	ibopamine	Dopamine Agonists	I [Preparations]	Vasodilation|Increased Dopamine Activity
1101886	hydroxyprogesterone acetate	Progestational Hormone Receptor Agonists	H [Preparations]	Decreased Uterine Smooth Muscle Contraction or Tone|Gonadotropin Releasing Hormone Alteration|Inhibit Ovarian Follicular Phase|Stimulate Breast Glandular Development|Stimulate Uterine Secretory Phase|Inhibit Ovulation
12488	hydroxyprogesterone caproate (USP)	Progestational Hormone Receptor Agonists	H [Preparations]	Gonadotropin Releasing Hormone Alteration|Decreased Uterine Smooth Muscle Contraction or Tone|Inhibit Ovarian Follicular Phase|Stimulate Breast Glandular Development|Stimulate Uterine Secretory Phase|Inhibit Ovulation
5542	17-alpha-hydroxyprogesterone	Progestational Hormone Receptor Agonists	Progestin|A [Preparations]	Decreased Uterine Smooth Muscle Contraction or Tone|Gonadotropin Releasing Hormone Alteration|Inhibit Ovarian Follicular Phase|Stimulate Uterine Secretory Phase|Stimulate Breast Glandular Development|Inhibit Ovulation
1442190	beta-D-glucopyranose	Structural Macromolecules	B [Preparations]	Increased Glycogenesis|Increased Metabolic Rate|Organic Ion Synthesis Alteration
4850	glucose	Structural Macromolecules	G [Preparations]	Increased Glycogenesis|Increased Metabolic Rate|Organic Ion Synthesis Alteration
1299920	dextrose monohydrate	Structural Macromolecules	D [Preparations]	Increased Glycogenesis|Increased Metabolic Rate|Organic Ion Synthesis Alteration
1297771	dextrose hydrous	Structural Macromolecules	D [Preparations]	Increased Glycogenesis|Increased Metabolic Rate|Organic Ion Synthesis Alteration
349730	anhydrous dextrose	Structural Macromolecules	A [Preparations]	Increased Glycogenesis|Increased Metabolic Rate|Organic Ion Synthesis Alteration
1307734	carboxymethylcellulose calcium	Demulcent Activity	C [Preparations]	
66955	vancomycin hydrochloride	Enzyme Inhibitors	V [Preparations]	Decreased Cell Wall Synthesis & Repair
11124	vancomycin	Enzyme Inhibitors	V [Preparations]|Glycopeptide Antibacterial	Decreased Cell Wall Synthesis & Repair
8825	protamine sulfate (USP)	Heparin Binding Activity|Acid-Base Activity	P [Preparations]	Reversed Anticoagulation Activity
1546415	iodide ion I-131	Radiopharmaceutical Activity	Radioactive Therapeutic Agent|I [Preparations]	Increased Cellular Death
4952	thyrotropin alfa	Unknown Cellular or Molecular Interaction	Thyroid Stimulating Hormone|T [Preparations]	Increased Thyroid Hormone Iodination|Increased Thyroid Stimulating Hormone Secretion
1098413	vandetanib	P-Glycoprotein Inhibitors|Organic Cation Transporter 2 Inhibitors|Tyrosine Kinase Inhibitors|Protein Kinase Inhibitors	V [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration|Vascular Growth Decrease
2370147	selpercatinib	P-Glycoprotein Inhibitors|Cytochrome P450 2C8 Inhibitors|Cytochrome P450 3A Inhibitors|Breast Cancer Resistance Protein Inhibitors|Kinase Inhibitors|Rearranged during Transfection (RET) Inhibitors|Multidrug and Toxin Extrusion Transporter 1 Inhibitors	S [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration
4494	fluoxymesterone	Androgen Receptor Agonists	Androgen|F [Preparations]	Bone Formation Stimulation|Increased Protein Synthesis|Stimulate Penile Development
2475166	voclosporin	P-Glycoprotein Inhibitors|Organic Anion Transporting Polypeptide 1B3 Inhibitors|Organic Anion Transporting Polypeptide 1B1 Inhibitors|Calcineurin Inhibitors	Calcineurin Inhibitor Immunosuppressant|V [Preparations]	
4832	glucagon	Glucagon Receptor Interactions	G [Preparations]|Antihypoglycemic Agent|Gastrointestinal Motility Inhibitor	Decreased GI Smooth Muscle Tone|Decreased GI Motility|Decreased Glycolysis|Increased Glycogenolysis|Increased Gluconeogenesis|Positive Inotropy|Positive Chronotropy
3628	dopamine	Dopamine Agonists|Adrenergic Agonists	Catecholamine|D [Preparations]	Positive Chronotropy|Positive Inotropy|Systemic Arterial Vasoconstriction|Renal Arterial Vasodilation
261716	glucagon (rDNA)	Glucagon Receptor Interactions	G [Preparations]	Decreased GI Motility|Decreased GI Smooth Muscle Tone|Increased Glycogenolysis|Increased Gluconeogenesis|Positive Chronotropy|Positive Inotropy
253170	glucagon hydrochloride	Glucagon Receptor Interactions	G [Preparations]	Decreased GI Smooth Muscle Tone|Decreased GI Motility|Increased Gluconeogenesis|Increased Glycogenolysis|Positive Chronotropy|Positive Inotropy
82010	dopamine hydrochloride	Dopamine Agonists|Adrenergic Agonists	D [Preparations]	Positive Chronotropy|Systemic Arterial Vasoconstriction|Positive Inotropy|Renal Arterial Vasodilation
1999003	angiotensin II	G-Protein-linked Receptor Interactions	A [Preparations]|Vasoconstrictor	Vasoconstriction|Increased Blood Pressure
7508	norepinephrine bitartrate	Adrenergic alpha-Agonists|Adrenergic beta1-Agonists	N [Preparations]	Arterial Vasoconstriction|Positive Inotropy|Positive Chronotropy
7512	norepinephrine	Adrenergic alpha-Agonists|Adrenergic beta1-Agonists	Catecholamine|N [Preparations]	Arterial Vasoconstriction|Positive Chronotropy|Positive Inotropy
2256931	noradrenaline hydrochloride	Adrenergic alpha-Agonists|Adrenergic beta1-Agonists	N [Preparations]	Arterial Vasoconstriction|Positive Chronotropy|Positive Inotropy
6805	metaraminol	Adrenergic alpha-Agonists|Adrenergic alpha1-Agonists	M [Preparations]	Vasoconstriction|Decreased GI Smooth Muscle Tone|Decreased Striated Muscle Contraction|Increased Adrenal Norepinephrine Secretion|Positive Chronotropy|Positive Inotropy
6806	metaraminol bitartrate	Adrenergic alpha-Agonists|Adrenergic alpha1-Agonists	M [Preparations]	Vasoconstriction|Decreased GI Smooth Muscle Tone|Decreased Striated Muscle Contraction|Increased Adrenal Norepinephrine Secretion|Positive Chronotropy|Positive Inotropy
2204740	angiotensin II acetate, human	G-Protein-linked Receptor Interactions	A [Preparations]	Vasoconstriction|Increased Blood Pressure
